A4FAC3,N42RF,P3,00,Lockheed WP-3D Orion
A52242,N43RF,P3,00,Lockheed WP-3D Orion
AE1180,150521,P3,10,Lockheed NP-3D Orion
C2B1A7,140101,P3,10,Lockheed CP-140 Aurora
C2B1BB,140103,P3,10,Lockheed CP-140 Aurora
C2B1C5,140104,P3,10,Lockheed CP-140 Aurora
C2B1CF,140105,P3,10,Lockheed CP-140 Aurora
C2B1ED,140108,P3,10,Lockheed CP-140 Aurora
C2B201,140110,P3,10,Lockheed CP-140 Aurora
C2B20B,140111,P3,10,Lockheed CP-140 Aurora
C2B215,140112,P3,10,Lockheed CP-140 Aurora
C2B21F,140113,P3,10,Lockheed CP-140 Aurora
C2B229,140114,P3,10,Lockheed CP-140 Aurora
C2B233,140115,P3,10,Lockheed CP-140 Aurora
C2B23D,140116,P3,10,Lockheed CP-140 Aurora
C2B247,140117,P3,10,Lockheed CP-140 Aurora
C2B251,140118,P3,10,Lockheed CP-140 Aurora
