497CDC,26901,E390,10,Embraer KC-390 Millennium
497CDD,26902,E390,10,Embraer KC-390 Millennium
E48F9F,PT-ZNJ,E390,10,Embraer KC-390 Millennium
E4920F,PT-ZNG,E390,10,Embraer KC-390 Millennium
E49210,FAB2853,E390,10,Embraer KC-390 Millennium
E494A2,FAB2854,E390,10,Embraer KC-390 Millennium
E494A3,FAB2855,E390,10,Embraer KC-390 Millennium
E494A4,FAB2856,E390,10,Embraer KC-390 Millennium
E494A5,FAB2857,E390,10,Embraer KC-390 Millennium
E494A6,FAB2858,E390,10,Embraer KC-390 Millennium
E497CE,PT-ZDK,E390,10,Embraer KC-390 Millennium
477F85,610,E390,10,Embraer KC-390 Millennium
