896c64,1340,GLEX,10,Saab GlobalEye
896C65,1341,GLEX,10,Saab GlobalEye
896c66,1342,GLEX,10,Saab GlobalEye
AE4D27,11-9001,GLEX,10,Bombardier E-11A
AE4DE1,11-9355,GLEX,10,Bombardier E-11A
AE4DE2,11-9358,GLEX,10,Bombardier E-11A
AE54B4,12-9506,GLEX,10,Bombardier E-11A
AE77A3,22-9046,GLEX,10,Bombardier E-11A
