0ACAD8,PNC-0621,H60,00,Sikorsky UH-60A+ Black Hawk
0ACAD9,PNC-0626,H60,00,Sikorsky UH-60A+ Black Hawk
0ACADA,PNC-0625,H60,00,Sikorsky UH-60A+ Black Hawk
0ACADC,PNC-0623,H60,00,Sikorsky UH-60A+ Black Hawk
0ACADD,PNC-0622,H60,00,Silorsky UH-60A+ Black Hawk
48DF11,SP-YVS,H60,00,Sikorsky S-70M Blackhawk
A7EC66,N61AA,H60,00,Sikorsky EH-60A Black Hawk
AE0B00,89-26213,H60,10,Sikorsky UH-60L Bhack Hawk
AE0B0E,90-26283,H60,10,Sikorsky UH-60L Black Hawk
AE0BC2,98-26817,H60,10,Sikorsky UH-60L Black Hawk
AE0BE3,77-22720,H60,10,Sikorsky UH-60A Black Hawk
AE0C11,94-26537,H60,10,Sikorsky UH-60L Black Hawk
AE0B3C,87-24627,H60,10,Sikorsky UH-60A Black Hawk
AE0D47,84-23990,H60,10,Sikorsky UH-60A Black Hawk   
AE0D70,96-26727,H60,10,Sikorsky UH-60L Black Hawk
AE0DB7,86-24496,H60,10,Sikorsky UH-60A Black Hawk
AE0DDE,95-26613,H60,10,Sikorsky UH-60L Black Hawk
AE0DE9,95-26625,H60,10,Sikorsky UH-60L Black Hawk
AE0E5B,88-26086,H60,10,Sikorsky UH-60A Black Hawk
AE086F,163261,H60,10,Sikorsky VH-60N Night Hawk
AE0874,163266,H60,10,Sikorsky VH-60N Night Hawk  
AE098C,00-26851,H60,10,Sikorsky UH-60L Black Hawk
AE0E9D,95-26647,H60,10,Sikorsky UH-60L Black Hawk
AE182B,01-26883,H60,10,Sikorsky UH-60L Black Hawk
AE1DE4,166561,H60,10,Sikorsky MH-60R Seahawk
AE20C1,6027,H60,10,Sikorsky MH-60T Jayhawk
AE27F2,6001,H60,10,Sikorsky MH-60T Jayhawk
AE27F3,6002,H60,10,Sikorsky MH-60T Jayhawk
AE27F4,6003,H60,10,Sikorsky MH-60T Jayhawk
AE27F5,6004,H60,10,Sikorsky MH-60T Jayhawk
AE27F6,6005,H60,10,Sikorsky MH-60T Jayhawk
AE27F7,6006,H60,10,Sikorsky MH-60T Jayhawk
AE27F8,6007,H60,10,Sikorsky MH-60T Jayhawk
AE27F9,6008,H60,10,Sikorsky MH-60T Jayhawk
AE27FA,6009,H60,10,Sikorsky MH-60T Jayhawk
AE27FB,6010,H60,10,Sikorsky MH-60T Jayhawk
AE27FC,6011,H60,10,Sikorsky MH-60T Jayhawk
AE27FD,6012,H60,10,Sikorsky MH-60T Jayhawk
AE27FE,6013,H60,10,Sikorsky MH-60T Jayhawk
AE27FF,6014,H60,10,Sikorsky MH-60T Jayhawk
AE2741,165748,H60,10,Sikorsky MH-60S Seahawk
AE2742,165749,H60,10,Sikorsky MH-60S Seahawk
AE2768,166299,H60,10,Sikorsky MH-60S Seahawk
AE2778,166317,H60,10,Sikorsky MH-60S Seahawk 
AE2900,6015,H60,10,Sikorsky MH-60T Jayhawk
AE2901,6016,H60,10,Sikorsky MH-60T Jayhawk
AE2902,6018,H60,10,Sikorsky MH-60T Jayhawk
AE2903,6019,H60,10,Sikorsky MH-60T Jayhawk
AE2904,6020,H60,10,Sikorsky MH-60T Jayhawk
AE2905,6021,H60,10,Sikorsky MH-60T Jayhawk
AE2906,6022,H60,10,Sikorsky MH-60T Jayhawk
AE2907,6023,H60,10,Sikorsky MH-60T Jayhawk
AE2908,6024,H60,10,Sikorsky MH-60T Jayhawk
AE2909,6025,H60,10,Sikorsky MH-60T Jayhawk
AE290A,6026,H60,10,Sikorsky MH-60T Jayhawk
AE290C,6029,H60,10,Sikorsky MH-60T Jayhawk
AE290D,6030,H60,10,Sikorsky MH-60T Jayhawk
AE290E,6031,H60,10,Sikorsky MH-60T Jayhawk
AE290F,6032,H60,10,Sikorsky MH-60T Jayhawk
AE2910,6033,H60,10,Sikorsky MH-60T Jayhawk
AE2911,6034,H60,10,Sikorsky MH-60T Jayhawk
AE2912,6035,H60,10,Sikorsky MH-60T Jayhawk
AE2913,6036,H60,10,Sikorsky MH-60T Jayhawk
AE2914,6037,H60,10,Sikorsky MH-60T Jayhawk
AE2915,6038,H60,10,Sikorsky MH-60T Jayhawk
AE2916,6039,H60,10,Sikorsky MH-60T Jayhawk
AE2917,6040,H60,10,Sikorsky MH-60T Jayhawk
AE2918,6041,H60,10,Sikorsky MH-60T Jayhawk
AE2919,6042,H60,10,Sikorsky MH-60T Jayhawk
AE291A,6043,H60,10,Sikorsky MH-60T Jayhawk
AE4A4B,6044,H60,10,Sikorsky MH-60T Jayhawk
AE4A4C,6045,H60,10,Sikorsky MH-60T Jayhawk
AE4D2F,168537,H60,10,Sikorsky MH-60S Seahawk
AE4D32,168540,H60,10,Sikorsky MH-60S Seahawk
AE4DFE,6046,H60,10,Sikorsky MH-60T Jayhawk
AE4DFF,6047,H60,10,Sikorsky MH-60T Jayhawk
AE4E00,6048,H60,10,Sikorsky MH-60T Jayhawk
AE4E01,6049,H60,10,Sikorsky MH-60T Jayhawk
AE4E02,6050,H60,10,Sikorsky MH-60T Jayhawk
AE4E03,6051,H60,10,Sikorsky MH-60T Jayhawk
AE4F1E,167867,H60,10,Sikorsky MH-60S Seahawk
AE4F23,167872,H60,10,Sikorsky MH-60S Seahawk
AE4F26,167875,H60,10,Sikorsky MH-60S Seahawk
AE4F27,167876,H60,10,Sikorsky MH-60S Seahawk
AE4F3C,167897,H60,10,Sikorsky MH-60S Seahawk
AE4F78,167037,H60,10,Sikorsky MH-60R Seahawk
AE5196,10-20324,H60,10,Sikorsky HH-60U Ghost Hawk
AE5681,12-20534,H60,10,Sikorsky UH-60M Black Hawk
AE56CC,13-20612,H60,10,Sikorsky HH-60M Black Hawk
AE56EE,90-26310,H60,10,Sikorsky HH-60G Pave Hawk
AE5CDA,88-26112,H60,10,Sikorsky HH-60G Pave Hawk
AE5CE5,91-26357,H60,10,Sikorsky HH-60G Pave Hawk
AE5D08,89-26202,H60,10,Sikorsky HH-60G Pave Hawk
AE5D0F,92-26462,H60,10,Sikorsky HH-60G Pave Hawk
AE5F16,10-20321,H60,10,Sikorsky HH-60U Ghost Hawk
AE5F17,10-20322,H60,10,Sikorsky HH-60U Ghost Hawk
AE5F18,10-20323,H60,10,Sikorsky HH-60U Ghost Hawk
AE6A16,20-21100,H60,10,Sikorsky UH-60M Black Hawk
AE6A17,20-21101,H60,10,Sikorsky UH-60M Black Hawk
AE6A18,20-21102,H60,10,Sikorsky UH-60M Black Hawk
AE6A19,20-21103,H60,10,Sikorsky UH-60M Black Hawk
AE6A1A,20-21104,H60,10,Sikorsky UH-60M Black Hawk
AE6A1B,20-21105,H60,10,Sikorsky UH-60M Black Hawk
AE6A1C,20-21106,H60,10,Sikorsky UH-60M Black Hawk
AE6A1D,20-21107,H60,10,Sikorsky UH-60M Black Hawk
AE6A1E,20-21108,H60,10,Sikorsky UH-60M Black Hawk
AE6A1F,20-21109,H60,10,Sikorsky UH-60M Black Hawk
AE6A20,20-21110,H60,10,Sikorsky UH-60M Black Hawk
